,MSE
"<__main__.MeanRegressor object at 0x000001472AB4ABE0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.8811962843865089
"<__main__.MeanRegressor object at 0x000001479946D070> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.8814371863305782
"<__main__.MeanRegressor object at 0x000001472DF45220> - ('age', 'blood pressure', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.8817126492814147
"<__main__.MeanRegressor object at 0x0000014789F1C130> - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'SAR', 'SML', 'SMD')",0.8818822580447326
"<__main__.MeanRegressor object at 0x00000147942005E0> - ('blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8822696530817169
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML')",0.8824254862639073
"KNeighborsRegressor(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.8830820403955368
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8831082155038888
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.8839448470597052
"RandomForestRegressor(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'O', 'SAR', 'SML', 'SMD')",0.884136420779259
"<__main__.MeanRegressor object at 0x000001472F561340> - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8850932564387026
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.8851250207506307
"<__main__.MeanRegressor object at 0x000001472B589490> - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.8851375627772248
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8859109040435303
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.8862398788175373
"<__main__.MeanRegressor object at 0x000001472DD2F070> - ('age', 'blood pressure', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.8880668053760671
"<__main__.MeanRegressor object at 0x000001472B1D5220> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML')",0.8882128839417867
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.8884690072091797
"<__main__.MeanRegressor object at 0x000001472B258AF0> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8887232093116932
"<__main__.MeanRegressor object at 0x000001472D8F3D60> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SML')",0.8888450692664801
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.8890591021895171
"<__main__.MeanRegressor object at 0x000001472AC8D670> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SMD')",0.8892123292522575
"<__main__.MeanRegressor object at 0x000001472B6C7B20> - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML')",0.8899336069451946
"<__main__.MeanRegressor object at 0x00000147A37476D0> - ('age', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8900469419917195
"<__main__.MeanRegressor object at 0x000001472ACCF730> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.8909682201926952
"<__main__.MeanRegressor object at 0x0000014788E5B250> - ('age', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8917455981966451
"<__main__.MeanRegressor object at 0x000001472DA8FAC0> - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.8922367558803816
"<__main__.MeanRegressor object at 0x000001472B151370> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML')",0.8923349921774643
"<__main__.MeanRegressor object at 0x00000147994CE610> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8924313882012729
"<__main__.MeanRegressor object at 0x000001472DD232B0> - ('age', 'blood pressure', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML', 'SMD')",0.8927242823289768
"<__main__.MeanRegressor object at 0x000001472AB71130> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.8928422377971094
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8928876193383
"<__main__.MeanRegressor object at 0x000001479B4A6BE0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.89297478143165
"<__main__.MeanRegressor object at 0x000001472B2AA730> - ('age', 'blood pressure', 'cholesterol', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.8934186829819868
"<__main__.MeanRegressor object at 0x000001472E03A100> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'PHY', 'SAR', 'SML', 'SMD')",0.8944671642069542
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8944822099052573
"<__main__.MeanRegressor object at 0x000001472F6C7670> - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8946239936846887
"<__main__.MeanRegressor object at 0x000001472F51D1F0> - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8946983080973826
"<__main__.MeanRegressor object at 0x000001472AC06AF0> - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML', 'SMD')",0.8950701604236949
"<__main__.MeanRegressor object at 0x000001472E2EA0A0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SML', 'SMD')",0.8959088952162306
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.8959874703182115
"<__main__.MeanRegressor object at 0x000001472A8E7EE0> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML')",0.8962815451438901
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8968792453843191
"<__main__.MeanRegressor object at 0x000001472F5A69A0> - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",0.8970727932316395
"<__main__.MeanRegressor object at 0x000001472F5677C0> - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.8970999005390439
"<__main__.MeanRegressor object at 0x00000147900226D0> - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",0.897449238029983
"<__main__.MeanRegressor object at 0x000001479B488910> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",0.8977893047070001
"<__main__.MeanRegressor object at 0x000001472F330A30> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML')",0.8985106742944193
"<__main__.MeanRegressor object at 0x0000014793133820> - ('blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.8985399800103906
"KNeighborsRegressor(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8991460728290335
"<__main__.MeanRegressor object at 0x000001478AFA8A30> - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.8996148378519153
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9001552836690376
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'SML', 'SMD')",0.9004182427940994
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'cholesterol', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9012339392350398
"<__main__.MeanRegressor object at 0x00000147A68C06A0> - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9013005433392237
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'B', 'O', 'SAR', 'SML', 'SMD')",0.9014661321969429
"<__main__.MeanRegressor object at 0x000001472D7DC3A0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'SAR', 'SML', 'SMD')",0.9017967308314276
"<__main__.MeanRegressor object at 0x00000147A68A38B0> - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9018837779366302
"<__main__.MeanRegressor object at 0x0000014789EECF40> - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SML', 'SMD')",0.9019973330178246
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'PHY', 'SAR', 'SMD')",0.9020146502935006
"<__main__.MeanRegressor object at 0x000001472B32F0D0> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.9020327471504105
"<__main__.MeanRegressor object at 0x000001472B576F10> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.9023189516791943
"<__main__.MeanRegressor object at 0x000001472DC986D0> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9023684587981553
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9025935022861301
"<__main__.MeanRegressor object at 0x00000147A6890D30> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9034344634529627
"KNeighborsRegressor(n_jobs=-1) - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.9037026307482019
"<__main__.MeanRegressor object at 0x000001476AEE54F0> - ('age', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.905204370066866
"<__main__.MeanRegressor object at 0x000001472E233BE0> - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML')",0.9052653169689409
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9052977241904049
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'hemoglobin', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9056128081684912
"<__main__.MeanRegressor object at 0x000001472A6B7640> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'SML', 'SMD')",0.9056258286974834
"<__main__.MeanRegressor object at 0x000001472B3884C0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.9059883049280032
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'O', 'PHY', 'SAR', 'SMD')",0.9061787479526853
"<__main__.MeanRegressor object at 0x000001472AF45820> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'O', 'SML', 'SMD')",0.9062229652655415
"<__main__.MeanRegressor object at 0x000001472ABCBA60> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'SAR', 'SML', 'SMD')",0.906515886671397
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9065595939361237
"<__main__.MeanRegressor object at 0x000001472D8B4610> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'SAR', 'SML', 'SMD')",0.9069469074893666
"<__main__.MeanRegressor object at 0x000001472AA38430> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SMD')",0.908292838339562
"<__main__.MeanRegressor object at 0x0000014798432C10> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.9085774526364917
"<__main__.MeanRegressor object at 0x000001479C4CA8B0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",0.909016156434603
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9094890983360436
"<__main__.MeanRegressor object at 0x00000147A6863430> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9098274125268004
"<__main__.MeanRegressor object at 0x000001472DD52A30> - ('age', 'blood pressure', 'hemoglobin', 'testosterone', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9099489656347972
"<__main__.MeanRegressor object at 0x000001472B0EDEB0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML')",0.9106847733313235
"<__main__.MeanRegressor object at 0x000001472B65E490> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'O', 'PHY', 'SML', 'SMD')",0.9112124920282814
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.9112233119517443
"<__main__.MeanRegressor object at 0x000001479526BA30> - ('cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.9116299610193094
"<__main__.MeanRegressor object at 0x000001472B3FC4F0> - ('age', 'blood pressure', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SML')",0.9121168333609784
"KNeighborsRegressor(n_jobs=-1) - ('age', 'blood pressure', 'cholesterol', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.9136129724353502
"DecisionTreeRegressor(max_depth=5, random_state=0) - ('blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'SAR', 'SML', 'SMD')",0.9137385150993286
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9138939344991126
"<__main__.MeanRegressor object at 0x000001472E2996A0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'A', 'B', 'SAR', 'SML', 'SMD')",0.9139914270737144
"<__main__.MeanRegressor object at 0x000001472AA5D340> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'SAR', 'SMD')",0.9142657694048284
"<__main__.MeanRegressor object at 0x000001472D8014F0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SMD')",0.9147405192423408
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'testosterone', 'weight', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.915714206149784
"<__main__.MeanRegressor object at 0x000001472E017C70> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SMD')",0.9157739990369957
"<__main__.MeanRegressor object at 0x000001472F53C310> - ('age', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",0.9159175971351303
"<__main__.MeanRegressor object at 0x000001472DB84700> - ('age', 'blood pressure', 'cholesterol', 'temperature', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9160511192566364
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",0.916058877717453
"<__main__.MeanRegressor object at 0x000001479D5346A0> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9165247764830637
"<__main__.MeanRegressor object at 0x0000014788E8F640> - ('age', 'hemoglobin', 'testosterone', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.9172323367296761
"<__main__.MeanRegressor object at 0x000001479D4FB340> - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'weight', 'LOG_Y', 'RH', 'A', 'B', 'PHY', 'SAR', 'SML', 'SMD')",0.91725380599806
"<__main__.MeanRegressor object at 0x0000014795298B80> - ('cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'LOG_Y', 'RH', 'B', 'O', 'PHY', 'SAR', 'SML', 'SMD')",0.917921334123194
"MLPRegressor(hidden_layer_sizes=(100, 100)) - ('age', 'blood pressure', 'cholesterol', 'hemoglobin', 'temperature', 'testosterone', 'weight', 'A', 'B', 'O', 'PHY', 'SAR', 'SML')",0.917942071849098
